fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
17,2015-04-24 12:02:40 UTC,-73.99153137,40.74993134,-73.97126007,40.76111984,1
13.1,2009-04-08 18:07:57 UTC,0,0,0,0,1
5.3,2011-11-10 11:44:00 UTC,-73.96755,40.7877,-73.961892,40.778617,1
6,2013-07-21 19:56:00 UTC,-73.977862,40.680267,-73.988768,40.66555,1
18.9,2011-05-29 04:45:16 UTC,-73.984553,40.717281,-73.912415,40.771884,1
7.7,2011-09-19 21:31:14 UTC,-73.97253,40.749159,-73.979499,40.725222,1
6.1,2012-07-24 22:11:09 UTC,-74.00012,40.734682,-73.996597,40.722114,1
13.5,2013-01-26 12:19:00 UTC,0,0,0,0,2
24,2013-05-23 17:23:00 UTC,-74.010202,40.72068,-73.890722,40.749092,1
9,2014-03-09 14:37:00 UTC,-74.005402,40.739887,-73.992703,40.725342,2
11.3,2009-04-05 14:55:55 UTC,-73.987509,40.71983,-74.011292,40.704762,1
6.9,2009-04-23 23:01:00 UTC,-73.988992,40.744842,-73.985215,40.75318,5
10.9,2009-09-24 09:33:00 UTC,-73.97724,40.77663,-73.987278,40.752378,3
18.5,2011-12-08 18:18:37 UTC,-73.987791,40.732312,-73.982465,40.774859,1
7.5,2013-03-30 21:31:00 UTC,-73.98618,40.746267,-73.969402,40.75343,5
5,2014-01-03 12:18:03 UTC,-73.990495,40.757376,-73.985095,40.759336,3
10,2014-03-24 07:08:00 UTC,-73.992807,40.734165,-73.996068,40.738535,1
6.9,2009-12-11 11:56:00 UTC,-73.962267,40.759033,-73.948673,40.773792,1
4.9,2009-12-11 11:56:00 UTC,-73.959452,40.781993,-73.975275,40.786032,3
6.9,2011-02-10 12:23:00 UTC,-73.993463,40.751775,-73.982067,40.755632,1
9,2014-06-19 11:33:00 UTC,-73.982662,40.76216,-73.991212,40.750407,2
6.5,2010-04-24 01:31:24 UTC,-73.989057,40.739231,-73.980717,40.744074,1
10.5,2014-10-19 14:02:36 UTC,-73.992581,40.730559,-73.971897,40.747196,2
6.5,2011-04-07 13:06:30 UTC,-73.98188,40.773264,-73.984645,40.75919,1
4,2014-05-04 04:06:00 UTC,-73.98188,40.756352,-73.987238,40.760802,1
21.5,2013-02-15 04:29:34 UTC,-74.007287,40.743828,-73.946907,40.834882,1
10.5,2013-03-21 01:12:00 UTC,-73.997522,40.72074,-73.989143,40.754457,2
6,2013-04-30 20:18:00 UTC,0,0,0,0,1
6.9,2009-06-18 18:06:48 UTC,-73.971652,40.763198,-73.952472,40.772488,1
5.7,2009-08-28 21:26:00 UTC,-73.966417,40.761775,-73.961547,40.777065,2
9.3,2009-09-05 04:03:00 UTC,-73.968358,40.759055,-73.923112,40.744957,2
9.7,2010-04-24 22:33:32 UTC,-74.010274,40.719274,-73.989143,40.718951,2
10.1,2011-07-20 19:31:00 UTC,-73.980702,40.768673,-73.987857,40.728638,1
6.5,2011-10-03 12:44:40 UTC,-73.957579,40.776848,-73.960085,40.76277,1
8,2013-04-06 12:49:00 UTC,-74.003552,40.722302,-74.011275,40.708297,2
11,2014-02-23 17:38:33 UTC,-74.00282,40.73377,-74.00251,40.760734,1
6.1,2011-01-08 20:32:00 UTC,-73.962888,40.791847,-73.962888,40.791847,1
5.3,2012-04-13 22:22:05 UTC,-73.965396,40.755086,-73.951535,40.773736,4
8.5,2012-06-11 18:57:13 UTC,-73.971889,40.759171,-73.950875,40.769713,1
11.7,2010-08-15 10:53:00 UTC,-73.967667,40.771887,-73.939593,40.816085,1
10.5,2012-06-01 19:42:49 UTC,-73.984185,40.737577,-74.008853,40.719935,1
5.3,2011-06-03 10:19:53 UTC,-73.982872,40.73904,-73.979686,40.752607,1
10,2012-12-12 02:17:32 UTC,-73.986792,40.748715,-73.986142,40.724817,1
10.5,2013-09-05 18:23:00 UTC,-74.002195,40.755522,-73.990477,40.740205,1
6.5,2015-04-20 21:15:00 UTC,-73.99190521,40.74232101,-73.97819519,40.75112915,1
7.7,2011-08-13 18:37:08 UTC,-74.001538,40.73106,-74.006666,40.7137,1
10.5,2012-04-02 17:08:50 UTC,-73.987853,40.749899,-73.964582,40.76481,1
5,2015-04-05 16:50:23 UTC,-74.00274658,40.73981094,-73.99147797,40.73504257,1
10.5,2010-08-06 07:18:51 UTC,-73.952303,40.772812,-73.939023,40.804764,1
8.5,2012-06-22 23:44:00 UTC,-73.986222,40.756212,-73.999412,40.741037,1
5.7,2012-09-01 22:12:00 UTC,-73.9955,40.72151,-74.004802,40.709802,6
6,2012-12-24 13:47:00 UTC,-73.959083,40.772102,-73.966502,40.767612,1
6.5,2013-02-25 00:01:00 UTC,-73.971795,40.787092,-73.956815,40.776502,1
7.5,2013-07-11 00:46:00 UTC,-73.977772,40.752007,-73.960465,40.769682,1
5.3,2009-06-29 13:02:57 UTC,-73.986831,40.761557,-74.000621,40.75843,3
8.9,2011-06-12 19:56:27 UTC,-73.977166,40.774551,-73.955846,40.805357,1
34.3,2013-02-16 15:28:00 UTC,-73.99377,40.757197,-73.859067,40.714297,1
5.7,2009-01-09 21:59:00 UTC,-73.97936,40.763165,-73.973647,40.752753,2
10.5,2010-05-12 08:31:00 UTC,-73.98593,40.761335,-73.985388,40.74097,3
16,2014-06-14 20:13:12 UTC,-73.989018,40.720332,-73.977087,40.681305,1
9.5,2014-08-05 23:20:00 UTC,-73.97359,40.75952,-73.969397,40.787862,1
7.3,2010-04-05 22:43:49 UTC,-74.008094,40.740355,-73.98353,40.73818,2
7.3,2011-09-04 04:02:28 UTC,-74.004901,40.741316,-73.983111,40.743565,1
5,2012-10-09 23:38:00 UTC,-73.977052,40.764367,-73.978322,40.75787,2
6.5,2012-10-12 12:29:27 UTC,-73.961281,40.761017,-73.95521,40.770027,1
8,2012-12-04 22:39:00 UTC,-73.994702,40.721242,-74.00645,40.737802,5
9.5,2014-11-12 13:32:00 UTC,-73.985685,40.723155,-73.99194,40.737682,2
9.7,2009-07-31 19:19:25 UTC,-74.00341,40.73141,-73.977027,40.743734,2
8,2013-12-11 12:19:06 UTC,-73.975072,40.760573,-73.989986,40.75191,1
4.9,2009-01-30 19:02:00 UTC,-73.969887,40.756348,-73.98134,40.757938,5
9.3,2010-07-11 19:01:13 UTC,-73.963292,40.768951,-73.976478,40.735943,1
4.5,2011-05-20 16:15:42 UTC,-73.972987,40.786658,-73.980629,40.775117,1
2.5,2012-03-15 17:27:00 UTC,0,0,0,0,1
8,2014-11-10 20:17:00 UTC,-73.99394,40.751325,-73.980847,40.741992,1
13.7,2009-11-11 13:35:00 UTC,-73.968913,40.75731,-73.983605,40.764572,1
4.9,2011-10-13 17:06:21 UTC,-73.9859,40.7573,-73.9885,40.7463,2
8.1,2011-11-11 12:03:38 UTC,0,0,-73.99,40.7554,0
20,2015-03-23 18:29:43 UTC,-73.97913361,40.76541519,-73.99804688,40.71617889,1
6.5,2010-03-11 17:12:00 UTC,-73.967853,40.762933,-73.968935,40.767867,4
4.5,2011-01-05 20:28:00 UTC,-73.962188,40.763828,-73.962188,40.763828,1
36.83,2015-02-06 18:13:28 UTC,-73.87294769,40.77406311,-73.98612976,40.75565338,1
9.3,2010-07-24 13:47:00 UTC,-73.99134,40.731803,-73.987402,40.758785,1
25.3,2012-08-20 05:34:28 UTC,-73.973169,40.748687,-73.873117,40.774611,1
9.7,2012-09-02 12:23:00 UTC,-73.956498,40.766877,-73.98648,40.751867,1
5.5,2012-12-09 19:25:29 UTC,-73.997251,40.736744,-73.997022,40.747261,1
5.7,2009-09-14 23:43:06 UTC,-73.993196,40.7309,-74.00323,40.736185,1
5.7,2011-08-03 13:00:26 UTC,-73.988575,40.753496,-73.980732,40.751895,1
6.1,2012-01-25 22:39:08 UTC,-73.979956,40.724594,-73.996684,40.72124,1
30.1,2012-06-07 18:58:00 UTC,-73.965907,40.805377,-73.961275,40.720695,1
6.5,2009-11-01 12:37:01 UTC,-73.959346,40.809285,-73.973002,40.785272,1
3.7,2010-01-20 07:35:48 UTC,-73.977419,40.763189,-73.97649,40.757911,1
5.3,2010-01-20 12:16:05 UTC,-73.971935,40.751882,-73.985503,40.738592,1
5.3,2010-10-21 07:46:20 UTC,-73.961136,40.771776,-73.973138,40.759488,1
5.7,2011-03-29 12:22:00 UTC,-73.999772,40.717948,-74.003295,40.723462,5
8,2013-06-30 12:34:33 UTC,-74.006222,40.734204,-74.001779,40.755758,1
13,2013-08-02 00:21:35 UTC,-73.998808,40.722826,-73.991656,40.691004,1
26.27,2010-07-27 17:38:00 UTC,-73.87315,40.774068,-73.973783,40.75593,3
18.1,2012-08-02 20:14:00 UTC,-74.005098,40.741695,-73.947837,40.784282,1
5.5,2014-08-17 09:27:00 UTC,-73.971607,40.747902,-73.966612,40.757135,2
4.1,2011-02-25 02:40:00 UTC,0,0,0,0,3
5.3,2012-02-05 21:54:00 UTC,-73.975862,40.752165,-73.988652,40.748732,2
9.5,2013-04-01 14:53:00 UTC,-73.94602,40.773137,-73.967112,40.763527,1
30.5,2015-06-01 20:13:10 UTC,-74.01537323,40.71153259,-73.9229126,40.74118042,6
57.33,2014-04-08 21:56:00 UTC,-73.781347,40.644895,-73.988327,40.7576,1
7.7,2010-08-26 10:22:00 UTC,-73.98199,40.752497,-73.990517,40.763103,2
11.3,2011-06-06 19:23:00 UTC,-73.997423,40.762112,-73.994737,40.725878,1
11,2013-05-09 10:39:15 UTC,-73.944678,40.747539,-73.929995,40.773206,1
11.5,2015-05-25 19:11:10 UTC,-73.98363495,40.74399567,-73.98891449,40.72100067,1
49.8,2011-09-27 16:20:00 UTC,-73.795895,40.673445,-73.982108,40.716697,1
4.5,2011-03-28 04:51:16 UTC,-73.971933,40.786398,-73.95718,40.779948,1
12.1,2012-05-06 03:13:00 UTC,-73.989787,40.748062,-73.950357,40.783902,1
5.7,2010-07-17 23:41:00 UTC,-73.988578,40.744593,-73.993017,40.754635,5
5.3,2012-06-13 22:16:00 UTC,-73.990187,40.761277,-73.954545,40.769365,1
9,2013-12-31 08:55:56 UTC,-73.95292,40.782583,-73.969476,40.758621,1
12.9,2010-02-16 08:05:00 UTC,-73.981125,40.761065,-74.007023,40.729382,5
4.5,2010-05-30 01:07:00 UTC,-73.967992,40.763222,-73.963732,40.771558,1
11.3,2010-08-18 06:30:00 UTC,-73.948032,40.770445,-73.991215,40.75,5
9.7,2010-09-05 22:48:38 UTC,-74.003819,40.748288,-73.970318,40.757437,1
9.5,2013-07-03 07:59:14 UTC,-73.96642,40.753694,-73.976827,40.756654,1
7.5,2015-01-17 18:39:15 UTC,-73.97504425,40.76074982,-73.99192047,40.75409317,1
11.7,2009-04-16 03:11:00 UTC,-73.996993,40.72056,-73.979473,40.76425,5
6.1,2011-01-05 21:49:47 UTC,-73.966365,40.762253,-73.980905,40.761921,2
53,2013-03-10 18:28:00 UTC,-73.78621,40.640172,-73.939932,40.708497,5
7,2015-02-10 09:42:15 UTC,-73.97685242,40.73907852,-73.9758606,40.7488327,1
7.3,2010-12-09 12:11:00 UTC,-74.009572,40.734215,-74.006537,40.75147,1
41.3,2011-02-04 12:55:00 UTC,-73.871268,40.773822,-73.971453,40.630927,1
8.9,2011-05-30 09:18:01 UTC,-73.986237,40.734761,-74.000966,40.707564,1
37.7,2011-10-28 15:34:39 UTC,-73.9783,40.762,-73.8613,40.7681,1
10.5,2012-12-22 01:25:00 UTC,-73.988827,40.736792,-73.962182,40.759267,5
7.5,2013-01-06 17:07:09 UTC,-73.974362,40.750837,-73.990541,40.753237,1
14,2015-02-20 09:23:15 UTC,-73.9828186,40.76926041,-73.98993683,40.73942566,3
4.1,2010-04-17 20:47:00 UTC,-73.9889,40.740117,-73.99537,40.734447,1
12,2013-02-20 22:28:00 UTC,-73.950458,40.779752,-73.979945,40.739295,1
19.5,2014-10-19 12:44:00 UTC,-73.956905,40.745852,-73.986195,40.746557,5
4,2015-06-25 22:20:18 UTC,-73.98865509,40.75851822,-73.98834229,40.76413345,1
14.1,2010-05-28 13:00:49 UTC,-73.137393,41.366138,-73.137393,41.366138,1
18.1,2010-10-15 17:08:11 UTC,-73.985053,40.743954,-73.998098,40.682311,1
6.1,2012-08-04 10:41:00 UTC,-74.00522,40.725722,-74.006668,40.739502,1
11,2014-03-17 07:23:00 UTC,-73.977745,40.749207,-73.995795,40.716957,1
13.3,2010-01-29 07:52:00 UTC,-73.954148,40.770426,-73.977851,40.753454,4
3.3,2010-10-06 06:42:00 UTC,-73.957862,40.769665,-73.960855,40.763182,5
9.3,2012-02-10 13:04:48 UTC,-73.956178,40.778662,-73.97117,40.753795,3
4.5,2012-09-30 03:02:42 UTC,-73.915049,40.772617,-73.92576,40.775542,1
8,2014-09-18 13:54:00 UTC,-73.98823,40.737832,-73.974493,40.751442,2
9.5,2015-05-07 20:17:15 UTC,-73.98016357,40.76515198,-74.00268555,40.74481583,1
8.1,2011-09-12 17:53:00 UTC,-73.96503,40.753847,-73.990267,40.748097,5
4.5,2012-01-13 22:50:00 UTC,-73.969548,40.753747,-73.977875,40.745692,3
15,2012-12-22 23:21:00 UTC,-73.993072,40.7368,-73.949765,40.773662,1
31.5,2014-03-02 21:57:08 UTC,-73.86626,40.771182,-73.803399,40.658996,1
12.5,2014-06-23 16:16:18 UTC,-73.958621,40.800084,-73.982131,40.768546,1
4.1,2012-06-17 11:14:15 UTC,-73.957079,40.766252,-73.963424,40.761776,2
10.5,2013-05-02 02:12:00 UTC,-73.987265,40.729345,-74.015612,40.717857,4
7,2013-08-10 04:01:45 UTC,-74.005406,40.739716,-73.999427,40.723203,1
29.7,2009-05-20 12:34:00 UTC,-73.994055,40.751458,-73.934182,40.67605,1
7.3,2009-01-21 08:40:06 UTC,-73.968015,40.765515,-73.967623,40.751628,1
9.7,2009-10-24 15:26:31 UTC,-73.987375,40.757323,-73.973945,40.737889,2
9.5,2014-01-10 09:07:00 UTC,-73.9721,40.7549,-73.9903,40.750542,1
9.5,2015-04-10 09:40:05 UTC,-74.01528931,40.7160759,-73.99716949,40.72547531,1
32.27,2010-07-14 08:07:00 UTC,-73.986587,40.776933,-73.871538,40.774222,1
6.5,2011-01-24 22:36:00 UTC,-73.978167,40.761823,-73.987405,40.744607,1
13.3,2011-01-26 12:08:48 UTC,-73.987156,40.768548,-73.967406,40.770987,2
25.5,2012-12-26 12:01:00 UTC,-73.97295,40.689677,-73.979732,40.761315,6
9,2013-10-15 12:42:00 UTC,-74.004712,40.723912,-73.981185,40.733252,1
10.9,2009-05-15 23:39:32 UTC,-73.982735,40.763785,-73.994515,40.731852,2
6.5,2010-01-02 20:47:00 UTC,-73.973518,40.759008,-73.972138,40.745808,1
10.1,2011-09-17 23:25:44 UTC,-73.951581,40.743046,-73.957949,40.761036,1
7.3,2011-11-14 19:57:00 UTC,-73.992548,40.753535,-73.9762,40.778953,5
7.7,2012-01-19 22:51:14 UTC,-73.988179,40.759494,-73.975063,40.787265,2
5,2014-06-24 18:45:36 UTC,-73.970687,40.758476,-73.964802,40.76656,1
12.5,2014-09-03 04:19:58 UTC,-73.948105,40.724742,-73.912582,40.699447,1
16,2015-02-11 08:41:25 UTC,-74.00239563,40.73959351,-73.97915649,40.76187134,5
5.5,2015-04-19 02:57:52 UTC,-73.95569611,40.77948761,-73.954422,40.76715088,1
6.5,2011-04-03 10:15:52 UTC,-74.007849,40.715085,-73.992146,40.738702,1
5,2013-10-28 16:04:00 UTC,-73.986355,40.743825,-73.978838,40.753742,1
6,2013-11-09 20:38:44 UTC,-73.988605,40.732191,-73.994587,40.723031,1
8.9,2009-04-26 08:59:54 UTC,-73.958573,40.781675,-73.979292,40.750063,1
8.9,2010-01-20 21:34:00 UTC,-73.982077,40.771843,-73.982492,40.74539,1
6.1,2010-08-29 14:39:00 UTC,-73.986312,40.767128,-73.993887,40.752325,1
5.3,2012-07-16 05:48:00 UTC,-73.979603,40.744685,-73.971695,40.758708,1
8,2013-12-30 15:40:00 UTC,-73.98436,40.74842,-73.99028,40.73182,1
18.1,2009-05-07 08:01:00 UTC,-73.992367,40.69434,-73.952777,40.632325,1
3.7,2010-06-19 09:29:31 UTC,-73.94495,40.799891,-73.943034,40.794205,1
13.7,2010-12-24 21:05:46 UTC,-73.996194,40.732445,-73.956086,40.781833,1
4.5,2014-08-10 18:47:59 UTC,-73.983721,40.755977,-73.976144,40.763581,2
8,2014-09-09 07:33:00 UTC,-73.984545,40.74521,-73.98172,40.757107,1
6.5,2010-03-09 21:57:40 UTC,-73.972923,40.760575,-73.956536,40.773125,1
10.9,2012-05-23 22:15:00 UTC,-73.976145,40.7575,-73.957242,40.801825,1
8.5,2013-08-14 13:14:34 UTC,-73.989979,40.733364,-74.007279,40.727502,2
8,2014-11-03 15:00:40 UTC,-73.967755,40.762654,-73.981086,40.746156,1
5.7,2010-04-21 19:58:00 UTC,-73.865613,40.121653,-73.924658,40.164927,1
8.5,2010-05-05 19:13:00 UTC,-74.005053,40.71899,-73.987103,40.751048,4
16.1,2011-12-29 20:16:48 UTC,-73.986239,40.740749,-73.966068,40.688927,1
8.1,2009-02-17 01:58:00 UTC,-73.999653,40.72668,-73.989212,40.757887,3
7.5,2012-10-08 09:29:00 UTC,-73.989722,40.7296,-74.002157,40.740397,1
10.9,2010-10-03 17:30:26 UTC,-73.959047,40.768012,-73.984644,40.768668,1
12.1,2010-10-31 14:42:00 UTC,-73.961153,40.772273,-73.997132,40.731495,1
17,2012-12-28 17:42:00 UTC,-73.984725,40.768357,-73.989975,40.751892,3
18.5,2013-08-28 04:48:00 UTC,-73.955572,40.763985,-73.96115,40.70765,6
8.5,2014-08-31 03:24:43 UTC,-74.001794,40.739424,-73.979447,40.741391,2
10.5,2012-03-02 22:23:07 UTC,-73.992013,40.75925,-73.993312,40.730851,1
5.5,2013-07-20 14:05:00 UTC,-73.96103,40.760707,-73.953587,40.776092,1
13,2015-01-09 23:55:33 UTC,-74.00668335,40.74380112,-74.01598358,40.71528244,1
26.54,2015-05-13 23:05:54 UTC,-73.97358704,40.74801636,-73.89816284,40.70988846,2
4.5,2012-03-05 16:11:00 UTC,-73.986758,40.742277,-73.98512,40.74904,1
15.7,2012-07-26 01:28:08 UTC,-73.997025,40.747379,-73.968243,40.689437,1
6.5,2014-01-16 16:06:00 UTC,-73.997602,40.741765,-73.992052,40.754512,1
4.5,2010-03-25 17:47:39 UTC,-73.991864,40.738677,-73.991029,40.731202,1
14,2014-01-02 15:11:00 UTC,-73.976872,40.780145,-73.944137,40.77803,5
9.5,2012-10-28 18:32:00 UTC,-73.951667,40.79975,-73.951667,40.79975,5
18,2013-04-12 13:33:49 UTC,-73.966237,40.761916,-74.007828,40.741097,1
25.33,2014-04-10 05:12:36 UTC,-73.999654,40.679332,-73.994708,40.750397,1
5.7,2009-10-31 14:45:00 UTC,-73.973358,40.763993,-73.98698,40.760805,1
14.9,2011-08-13 16:57:00 UTC,-73.973577,40.757552,-74.004887,40.707087,1
12,2013-10-18 01:31:00 UTC,-74.003815,40.725887,-73.988592,40.76404,1
21.5,2015-02-14 18:23:54 UTC,-73.97885132,40.76242447,-74.00141907,40.72112274,6
12.5,2010-07-22 09:49:00 UTC,-73.98113,40.720707,-73.989462,40.747657,2
19.7,2011-12-11 22:32:29 UTC,-74.017236,40.705349,-73.967942,40.800005,1
14.5,2015-06-06 05:15:46 UTC,-73.99298859,40.75191879,-73.99024963,40.7126503,1
8,2014-12-16 05:05:00 UTC,-73.983287,40.741595,-74.002143,40.726412,1
17,2015-01-04 22:28:40 UTC,-73.98154449,40.74700546,-73.95838165,40.70432281,3
8,2013-01-02 08:44:00 UTC,-73.992432,40.732422,-73.974888,40.741743,1
9.5,2013-09-01 22:57:17 UTC,-73.983482,40.746987,-73.987109,40.759173,4
10,2013-11-28 12:09:12 UTC,-74.010324,40.712283,-74.010324,40.712283,1
18.33,2014-01-02 01:36:08 UTC,-74.002666,40.749973,-73.956218,40.741717,2
7.3,2010-02-19 19:20:00 UTC,-73.949798,40.783917,-73.967223,40.770782,1
5.5,2013-08-04 02:44:42 UTC,-73.843712,40.721548,-73.829911,40.72894,1
41.83,2013-08-05 11:01:00 UTC,-73.863765,40.770117,-73.9957,40.754022,2
4.5,2010-08-01 11:49:00 UTC,-73.960367,40.797545,-73.961483,40.806043,1
6.5,2013-04-25 22:10:05 UTC,-73.984198,40.764707,-73.968048,40.759596,1
5.9,2009-04-07 16:04:10 UTC,-73.974603,40.742144,-73.974485,40.750893,1
9.7,2012-05-13 18:56:08 UTC,-73.989487,40.747311,-73.954858,40.775815,1
7,2015-05-21 17:58:47 UTC,-73.96411896,40.76778793,-73.96464539,40.77275085,1
10.1,2009-01-15 20:31:00 UTC,-73.992293,40.715197,-74.001397,40.737187,1
6.9,2010-11-22 10:41:15 UTC,-73.986796,40.722541,-74.007342,40.733119,1
10.9,2011-02-25 20:10:09 UTC,-73.993701,40.751671,-73.985866,40.727194,4
6.1,2012-06-09 15:12:27 UTC,-73.994036,40.751631,-73.983116,40.76701,1
15.5,2013-05-31 10:23:45 UTC,-73.974472,40.732555,-74.015675,40.70628,1
4.5,2014-02-08 10:41:00 UTC,-73.982877,40.76643,-73.982503,40.771855,1
6,2015-01-24 11:07:03 UTC,-73.98033905,40.781147,-73.98654938,40.76679611,1
9.3,2010-08-22 18:29:00 UTC,-73.969415,40.761005,-73.99656,40.732033,1
6.1,2011-11-07 10:59:00 UTC,-73.979148,40.76231,-73.978682,40.772672,2
9,2013-04-05 16:35:00 UTC,-73.982005,40.760007,-73.961393,40.777305,1
11,2013-10-22 19:08:00 UTC,-73.972357,40.759032,-73.959607,40.774175,1
7.5,2014-11-05 10:50:28 UTC,-73.990099,40.734548,-73.990078,40.734528,1
5.7,2009-04-15 20:56:08 UTC,-73.97139,40.751417,-73.987663,40.728799,1
6.1,2010-02-11 18:55:24 UTC,-73.952843,40.783065,-73.967913,40.767717,2
3.3,2012-05-20 14:48:00 UTC,-73.995427,40.730857,-73.991667,40.735037,3
8.5,2012-07-07 03:32:18 UTC,-73.983926,40.725552,-73.988518,40.713475,2
14,2013-01-22 23:20:59 UTC,-73.987488,40.721685,-73.949343,40.771968,2
15.7,2011-06-02 14:37:55 UTC,-74.008104,40.716883,-73.972675,40.761325,1
6.5,2013-10-30 20:02:46 UTC,-73.991801,40.738338,-73.980815,40.730588,1
5.5,2014-05-27 17:49:02 UTC,-73.981487,40.780542,-73.982087,40.772187,1
5.5,2013-02-04 11:52:12 UTC,-73.950932,40.786069,-73.946005,40.781369,1
4,2014-06-24 07:51:41 UTC,-73.980226,40.751297,-73.980226,40.751297,1
3.3,2009-11-11 21:46:00 UTC,-73.960955,40.761425,-73.960647,40.764767,1
4.9,2011-09-08 06:44:49 UTC,-73.978,40.7524,-73.9801,40.7488,2
6.9,2012-07-18 21:44:00 UTC,-73.993257,40.762657,-73.973665,40.756967,1
10,2012-12-04 17:26:10 UTC,-73.994203,40.757958,-73.981955,40.729341,1
36.9,2012-06-15 10:04:00 UTC,-73.77673,40.64548,-73.93808,40.750052,2
7.7,2011-03-25 06:20:49 UTC,-73.953043,40.768148,-73.978774,40.761566,1
5.7,2012-01-16 19:30:00 UTC,-73.977382,40.742478,-73.98761,40.7457,1
9.5,2013-01-27 03:35:15 UTC,-73.998965,40.744532,-73.999012,40.744573,1
6.9,2010-02-26 09:47:24 UTC,-74.0071,40.728097,-74.007702,40.740781,1
5.3,2012-04-20 19:29:00 UTC,-73.988488,40.670275,-73.978447,40.662835,1
6.9,2011-11-19 22:30:00 UTC,-73.983437,40.76166,-73.984717,40.768535,1
4.1,2012-08-05 15:54:00 UTC,-73.986248,40.72947,-73.985993,40.722725,1
8.5,2012-08-30 22:25:45 UTC,-73.983124,40.734716,-74.008145,40.707838,2
11.5,2013-07-17 12:44:04 UTC,-74.001872,40.724653,-73.987828,40.73797,1
14,2014-02-07 15:21:50 UTC,-73.999318,40.717538,-73.97862,40.751306,1
9.5,2015-03-20 16:08:32 UTC,-73.94628906,40.77655029,-73.9644928,40.76726913,1
11.7,2009-05-01 18:10:18 UTC,-73.955539,40.779676,-73.958922,40.814576,1
15,2014-08-11 23:54:00 UTC,-74.00828,40.751092,-74.004452,40.70834,1
15.3,2010-01-13 22:16:00 UTC,-74.003863,40.748325,-73.926738,40.759413,2
22.9,2010-04-04 02:46:19 UTC,-74.009004,40.725721,-73.883817,40.757457,1
10,2013-07-15 06:46:00 UTC,-74.004123,40.738162,-73.974605,40.762275,1
14,2015-04-25 23:11:31 UTC,-73.98721313,40.73236847,-73.9588623,40.7718811,1
7.3,2009-06-01 19:31:59 UTC,-73.980071,40.775655,-73.992504,40.768945,1
27.7,2012-06-03 19:02:00 UTC,-73.873198,40.774165,-73.990962,40.750413,4
8,2013-01-10 11:47:48 UTC,-73.988771,40.748418,-73.978587,40.762935,1
25,2014-12-12 01:18:00 UTC,-73.981352,40.7678,-73.875665,40.737232,1
8.1,2009-04-19 21:13:00 UTC,-73.981397,40.73722,-73.986508,40.757525,1
12.1,2009-11-25 18:09:56 UTC,-74.007358,40.704631,-73.993758,40.746598,2
5.3,2012-03-13 22:25:26 UTC,-73.982806,40.726979,-73.99864,40.734066,2
4.1,2012-06-06 09:18:00 UTC,-74.003487,40.72702,-74.00652,40.732852,1
34.33,2014-03-23 20:46:00 UTC,-73.8708,40.77367,-73.995525,40.759567,5
4.5,2010-01-14 22:07:42 UTC,-73.955961,40.785039,-73.96052,40.77556,2
5.3,2011-04-14 20:06:42 UTC,-74.008704,40.718548,-74.016347,40.711237,1
82.5,2011-12-16 14:38:00 UTC,-73.979067,40.782127,-74.177755,40.690252,1
4,2014-11-08 21:57:41 UTC,-73.952956,40.783211,-73.952774,40.789296,2
5.3,2009-01-10 04:09:00 UTC,-73.996707,40.690893,-73.984642,40.683667,1
4.5,2010-03-27 10:17:00 UTC,-73.985317,40.752722,-73.983077,40.762857,5
35.3,2010-09-03 15:53:55 UTC,-73.998253,40.755735,-73.789684,40.646872,2
31.3,2012-01-09 11:53:58 UTC,-73.874684,40.774052,-73.98148,40.762648,1
6.9,2012-05-05 03:06:00 UTC,-73.950345,40.784805,-73.969478,40.795127,1
9,2014-05-10 00:31:11 UTC,0,0,0,0,2
6.5,2015-03-28 16:24:16 UTC,-73.93773651,40.80389786,-73.93193817,40.79463959,2
13.3,2011-02-22 13:46:00 UTC,-73.957563,40.765992,-73.986092,40.759873,1
6,2014-01-27 09:28:00 UTC,-73.960322,40.757927,-73.970787,40.755002,6
2.5,2014-06-28 01:24:57 UTC,-74.010751,40.702421,-74.010743,40.702385,1
6.1,2010-08-22 07:39:49 UTC,-73.981415,40.76855,-73.966269,40.789415,1
7.7,2010-10-26 07:07:54 UTC,-73.970409,40.789053,-73.984482,40.760519,1
6.5,2012-07-31 18:22:00 UTC,-73.996768,40.73758,-73.993752,40.751803,1
52,2012-12-22 08:27:00 UTC,-73.99032,40.73116,-73.781677,40.647242,1
28.5,2013-01-16 11:48:45 UTC,-73.968791,40.791203,-74.007721,40.710862,1
4.1,2011-04-03 12:16:46 UTC,-73.98215505,40.77518694,-73.9763987,39.61003007,1
12,2013-05-19 20:41:00 UTC,-73.954788,40.780312,-73.983412,40.734942,1
6.9,2010-11-22 02:52:00 UTC,-74.007408,40.717562,-74.001077,40.731745,1
8.9,2009-07-28 07:49:40 UTC,-73.998893,40.73406,-74.014933,40.711247,1
9.7,2009-10-12 18:19:00 UTC,-73.977987,40.75246,-73.989725,40.74855,5
7.3,2012-01-24 14:54:35 UTC,-73.994087,40.751234,-73.995464,40.764657,3
10.1,2012-02-27 13:25:01 UTC,-73.967239,40.79349,-73.932442,40.794829,1
5.3,2011-03-03 19:35:00 UTC,-74.001478,40.737655,-73.994255,40.740175,1
